simulation,mass1,radius1,logg1,mass2,radius2,logg2
01883,1.18877,0.71139,4.80895,1.50078,0.67724,4.95290
01884,1.17011,5.02558,3.10392,1.52371,0.71690,4.91005
01885,1.38314,1.91376,4.01516,2.05855,1.13875,4.63877
01886,1.24655,1.93657,3.95971,0.17658,1.81499,3.16726
01887,1.33312,3.77603,3.40887,0.36422,1.56158,3.61231
01888,1.23490,3.57243,3.42377,0.82598,2.47583,3.56760
01889,1.15546,0.85827,4.63357,0.94763,0.55073,4.93283
01890,1.37386,1.13099,4.46910,1.76789,2.85056,3.77566
01891,1.04817,0.74465,4.71460,0.28244,0.53971,4.42467
01892,1.29173,2.31847,3.81884,0.75576,2.71196,3.44989
01893,1.11762,2.23494,3.78783,0.24171,0.33544,4.77012
01894,1.14253,0.90436,4.58325,1.10042,2.60651,3.64751
01895,1.18126,0.94874,4.55612,1.71592,1.81599,4.15434
01896,1.10365,1.22929,4.30159,1.39264,1.70505,4.11843
01897,1.06300,2.67240,3.61080,0.60314,2.61976,3.38196
01898,1.08202,1.16798,4.33743,1.47754,4.23985,3.35290
01899,1.38774,5.49385,3.10062,0.23859,1.11964,3.71756
01900,1.25986,4.91876,3.15468,0.59444,3.58981,3.10203
01901,1.11656,1.87962,3.93781,1.08334,2.05178,3.84857
01902,1.39425,1.16815,4.44741,1.69772,1.18554,4.52010
01903,1.26825,4.71500,3.19431,1.74339,1.01398,4.66740
01904,1.31647,1.00009,4.55740,0.84649,1.84214,3.83505
01905,1.35289,1.15800,4.44191,0.76872,1.22819,4.14530
01906,1.14704,2.45379,3.71797,0.68221,3.29822,3.23543
01907,1.03721,1.00378,4.45065,0.60788,0.75880,4.46163
01908,1.10191,3.39099,3.41956,1.43702,3.48516,3.51109
01909,1.36022,1.93786,3.99703,1.76283,2.85395,3.77338
01910,1.03388,4.44525,3.15675,0.43150,0.40379,4.86073
01911,1.12883,4.31806,3.22012,1.17372,1.72984,4.03162
01912,1.12339,1.09938,4.40630,0.70566,4.24850,3.03019
01913,1.11635,1.14819,4.36584,1.21636,1.27401,4.31278
01914,1.11774,2.62024,3.64973,0.53006,0.84357,4.31015
01915,1.32461,1.52226,4.19518,0.87075,3.50548,3.28847
01916,1.16197,3.26265,3.47612,1.68953,2.37464,3.91464
01917,1.12914,2.23283,3.79311,1.20210,0.80666,4.70463
01918,1.25667,1.97099,3.94792,1.09058,1.33114,4.22728
01919,1.07895,1.93191,3.89910,0.91756,1.24690,4.20904
01920,1.05732,4.31839,3.19163,0.53391,1.82587,3.64259
01921,1.18817,3.99772,3.30932,1.43776,0.73291,4.86565
01922,1.12909,0.61155,4.91794,1.53171,2.01041,4.01668
01923,1.17835,2.36505,3.76166,0.72004,1.33694,4.04320
01924,1.28229,4.65079,3.21100,0.71410,1.53542,3.91937
01925,1.19167,5.28133,3.06874,0.68528,1.11676,4.17802
01926,1.03959,2.64731,3.60932,0.67304,2.56738,3.44713
01927,1.29009,3.19229,3.54048,1.69851,1.86639,4.12613
01928,1.39662,5.60685,3.08571,0.76476,2.93538,3.38626
01929,1.10803,3.88913,3.30291,1.33617,2.36991,3.81446
01930,1.23463,2.14087,3.86843,0.58896,3.07086,3.23363
01931,1.23865,0.61486,4.95346,0.40520,0.36576,4.91934
01932,1.12803,1.43879,4.17440,1.00320,0.99506,4.44375
01933,1.29568,2.37641,3.79872,1.64945,1.15830,4.52777
01934,1.16698,1.29205,4.28257,1.65846,0.74116,4.91795
01935,1.11868,1.18795,4.33718,0.90351,2.74281,3.51761
01936,1.12983,2.98977,3.53981,1.35062,5.19035,3.13821
01937,1.38122,4.51022,3.26994,1.59142,1.06531,4.58490
01938,1.02698,2.62520,3.61130,0.74787,2.27685,3.59723
01939,1.01572,0.66057,4.80500,1.10677,2.24883,3.77821
01940,1.28485,2.46682,3.76265,0.35194,1.25863,3.78474
01941,1.12704,3.93970,3.29908,0.82082,2.08360,3.71469
01942,1.26442,2.59585,3.71140,0.36584,0.35623,4.89789
01943,1.07965,2.51323,3.67089,0.66867,0.46983,4.91940
01944,1.04290,4.22964,3.20370,1.23828,5.50067,3.05006
01945,1.33582,1.01785,4.54845,1.89197,5.63644,3.21297
01946,1.04095,2.84471,3.54742,0.22080,1.27372,3.57193
01947,1.29699,2.19208,3.86929,0.90336,0.59221,4.84897
01948,1.32367,3.71215,3.42059,0.48335,0.39818,4.92217
01949,1.22176,1.18346,4.37875,1.11039,2.43033,3.71221
01950,1.37732,6.07392,3.01016,1.81822,1.31112,4.46243
01951,1.26520,1.45141,4.21665,0.54230,2.51288,3.37196
01952,1.18019,1.22005,4.33726,1.46344,1.38182,4.32254
01953,1.19904,0.87743,4.63048,0.61942,1.74413,3.74689
01954,1.15962,1.27397,4.29206,0.95938,0.54471,4.94773
01955,1.36560,1.42371,4.26655,0.28819,2.29213,3.17727
01956,1.34335,1.00010,4.56617,1.48604,5.44951,3.13738
01957,1.38835,2.35263,3.83746,2.02090,6.87918,3.06854
01958,1.16976,1.10038,4.42308,1.32290,0.99797,4.56136
01959,1.07316,1.31443,4.23126,0.31533,2.41404,3.17135
01960,1.05190,0.85020,4.60100,1.18799,5.54154,3.02562
01961,1.17403,0.61882,4.92462,1.74534,3.70084,3.54335
01962,1.00632,4.45606,3.14290,0.33065,2.56557,3.13907
01963,1.03577,1.67381,4.00592,0.27622,1.37284,3.60408
01964,1.13098,5.29653,3.04354,0.37576,1.55294,3.63067
01965,1.32525,0.99427,4.56535,0.26917,0.40257,4.65840
01966,1.39987,1.33016,4.33635,0.97637,0.77002,4.65467
01967,1.16618,3.08066,3.52755,1.43568,3.57041,3.48969
01968,1.08540,0.57702,4.95127,0.19368,0.34521,4.64897
01969,1.03652,2.34407,3.71370,0.66542,0.91275,4.34047
01970,1.03723,2.84202,3.54669,0.52097,0.42273,4.90275
01971,1.10181,2.64240,3.63618,0.14019,0.21648,4.91393
01972,1.12539,4.58671,3.16637,1.51029,4.59093,3.29333
01973,1.11153,0.60815,4.91597,0.96365,0.84987,4.56329
01974,1.08074,1.82064,3.95134,0.91114,1.45811,4.07007
01975,1.36072,2.78144,3.68329,1.24081,1.52856,4.16321
01976,1.05337,0.88853,4.56331,0.52682,0.40935,4.93555
01977,1.19543,3.70119,3.37891,1.19770,3.75453,3.36731
01978,1.21975,2.98255,3.57516,1.76876,1.02285,4.66612
01979,1.05846,1.74977,3.97678,0.38141,0.80845,4.20416
01980,1.37787,2.69666,3.71562,1.04479,2.00527,3.85275
01981,1.26164,0.77319,4.76243,1.58536,1.58372,4.23884
01982,1.27194,3.44043,3.46931,1.62124,6.22002,3.06033
01983,1.24927,2.62991,3.69484,1.32252,1.32355,4.31599
01984,1.39505,0.68932,4.90581,1.77740,4.08328,3.46583
01985,1.28849,1.04613,4.50898,1.47937,1.49083,4.26129
01986,1.28770,2.56692,3.72906,0.47587,1.97110,3.52614
01987,1.35002,0.81181,4.74950,0.62671,0.55243,4.75058
01988,1.39469,1.01894,4.56625,1.16007,0.75174,4.75041
01989,1.17425,3.69700,3.37213,0.52066,3.29943,3.11775
01990,1.31102,0.73019,4.82880,0.80168,3.75523,3.19279
01991,1.05557,1.36280,4.19269,1.53200,0.91221,4.70314
01992,1.09615,1.93054,3.90658,0.83203,0.71699,4.64718
01993,1.00455,0.80106,4.63271,0.71461,3.18509,3.28589
01994,1.20438,1.05189,4.47489,0.42551,0.63594,4.46014
01995,1.15549,1.17904,4.35778,0.25886,0.27233,4.98093
01996,1.26028,1.11332,4.44530,0.94067,2.21527,3.72065
01997,1.13967,2.14816,3.83071,0.87479,1.47092,4.04479
01998,1.11474,3.51851,3.39252,0.36211,1.01035,3.98796
01999,1.23634,3.62817,3.41083,1.41180,0.69355,4.90568
02000,1.01836,0.62674,4.85179,0.92217,1.31080,4.16780
02001,1.22378,0.88021,4.63660,1.56072,0.66194,4.98976
02002,1.23036,1.13864,4.41533,1.47173,3.96956,3.40841
02003,1.29216,0.91175,4.62963,1.74733,0.78861,4.88672
02004,1.24874,4.91537,3.15143,1.46429,2.42214,3.83529
02005,1.10875,3.98752,3.28149,0.59130,0.41248,4.97907
02006,1.36906,5.91801,3.03014,0.93362,1.57786,4.01210
02007,1.22764,2.77201,3.64155,1.72652,0.80261,4.86623
02008,1.32688,0.80046,4.75422,1.02566,0.53770,4.98800
02009,1.13552,1.65800,4.05410,0.67368,3.12991,3.27545
02010,1.01314,2.58432,3.61905,1.03834,0.68656,4.78105
02011,1.35576,4.43205,3.27704,1.21596,1.16604,4.38956
02012,1.21014,0.96216,4.55441,0.78461,2.57896,3.50983
02013,1.23395,5.25894,3.08757,0.97747,2.56242,3.61087
02014,1.22863,0.60221,4.96800,0.25529,0.47819,4.48590
02015,1.18164,2.21594,3.81944,0.15984,0.21524,4.97589
02016,1.19208,1.17514,4.37419,1.05682,1.58043,4.06452
02017,1.10215,0.67344,4.82371,0.73133,1.63130,3.87711
02018,1.33320,2.51690,3.76123,1.75855,2.75286,3.80365
02019,1.19269,3.36787,3.45988,1.75024,4.54605,3.36590
02020,1.37476,0.79341,4.77730,1.50630,0.93671,4.67277
02021,1.21402,2.63182,3.68178,1.15513,4.31866,3.23000
02022,1.10959,1.17064,4.34639,0.46976,2.85460,3.19886
02023,1.12650,4.92232,3.10546,1.55548,1.73736,4.15015
02024,1.34456,3.34471,3.51793,0.19035,0.42418,4.46252
02025,1.30097,2.69810,3.69022,1.35675,0.66514,4.92474
02026,1.39829,1.83613,4.05586,0.51135,1.44405,3.82762
02027,1.29819,1.49035,4.20483,0.77843,1.24271,4.14055
02028,1.17105,0.58255,4.97597,0.55276,0.63653,4.57297
02029,1.32447,2.20265,3.87422,0.36878,0.72870,4.27973
02030,1.04398,4.67217,3.11772,0.82226,2.99496,3.40030
02031,1.04483,3.05406,3.48736,1.45978,0.99192,4.60940
02032,1.20110,1.59397,4.11269,1.23884,2.47943,3.74238
02033,1.36255,2.54853,3.75984,0.52141,2.39678,3.39599
02034,1.26599,4.31643,3.27025,0.95381,2.80125,3.52282
02035,1.12341,1.06628,4.43286,1.12604,0.65505,4.85707
02036,1.20277,3.63287,3.39775,0.45559,1.00721,4.09040
02037,1.00464,1.90552,3.88005,0.17241,0.32719,4.64504
02038,1.20193,5.46704,3.04244,0.35891,1.11348,3.89969
02039,1.39318,3.79241,3.42424,1.45201,4.70732,3.25449
02040,1.10217,3.09793,3.49817,0.63063,0.82683,4.40301
02041,1.22657,1.03820,4.49420,0.55408,0.55203,4.69771
02042,1.28537,3.91875,3.36080,1.16580,2.65337,3.65710
02043,1.01392,3.23930,3.42317,0.21906,1.35312,3.51596
02044,1.12097,0.63495,4.88219,1.40942,1.67542,4.13886
02045,1.21029,3.62751,3.40174,0.78056,1.05029,4.28786
02046,1.14759,3.14875,3.50158,1.30173,0.64634,4.93166
02047,1.07264,2.78548,3.57872,0.37896,0.41678,4.77684
02048,1.24540,0.61937,4.94948,0.55509,0.81412,4.36106
02049,1.01660,2.20492,3.75843,0.42608,0.51876,4.63762
02050,1.36294,1.57751,4.17660,1.57040,4.88557,3.25625
02051,1.00665,2.35422,3.69725,1.43162,4.22720,3.34179
02052,1.30868,1.36115,4.28709,1.47149,1.70082,4.14451
02053,1.23353,3.83923,3.36073,1.76675,1.53857,4.31100
02054,1.18572,1.45467,4.18652,0.41507,1.23721,3.87131
02055,1.17031,0.83327,4.66480,0.74344,1.17368,4.17021
02056,1.20246,1.55759,4.13323,0.21352,1.23415,3.58478
02057,1.16584,3.45808,3.42704,1.34505,2.76224,3.68428
02058,1.14968,0.99361,4.50421,1.40056,1.36673,4.31300
02059,1.27899,4.17241,3.30416,1.14560,3.22334,3.48049
02060,1.13522,3.31495,3.45220,0.76818,1.75263,3.83615
02061,1.20886,5.07429,3.10969,0.71265,1.22159,4.11709
02062,1.16755,4.32894,3.23258,1.61375,0.98368,4.66019
02063,1.11260,2.77645,3.59743,0.65479,0.67875,4.59075
02064,1.35737,2.44216,3.79522,1.83861,6.55141,3.06989
02065,1.01287,1.35304,4.18100,0.57875,1.64329,3.76913
02066,1.34242,0.93606,4.62335,0.33707,0.85532,4.10153
02067,1.09913,2.31626,3.74954,1.26637,1.93639,3.96665
02068,1.22099,1.31430,4.28739,0.92047,2.11392,3.75190
02069,1.17660,2.05825,3.88170,0.88394,3.69572,3.24909
02070,1.38321,2.04287,3.95848,1.05865,3.97075,3.26507
02071,1.23201,1.19849,4.37141,1.32720,0.92512,4.62861
02072,1.30083,0.72748,4.82864,0.83392,2.82870,3.45602
02073,1.37140,5.18392,3.14591,1.36950,1.10635,4.48685
02074,1.17268,0.83044,4.66863,1.20072,1.37564,4.24050
02075,1.03072,0.76164,4.68770,1.13442,3.34803,3.44326
02076,1.10152,2.23994,3.77959,0.45560,1.69908,3.63622
02077,1.22167,2.31700,3.79517,0.12361,0.34420,4.45652
02078,1.31570,1.20792,4.39315,0.15381,0.43293,4.35224
02079,1.09658,3.37302,3.42207,1.52001,3.77289,3.46656
02080,1.27114,0.80133,4.73464,1.69366,3.74886,3.51909
02081,1.16928,3.31382,3.46533,1.03128,4.74402,3.09915
02082,1.01552,1.38741,4.16035,0.63352,0.67411,4.58236
02083,1.04634,4.50828,3.14972,1.13786,3.08789,3.51483
02084,1.00834,1.06569,4.38641,0.10190,1.27043,3.23832
02085,1.17539,2.07050,3.87610,1.26535,3.99832,3.33652
02086,1.03689,2.11891,3.80158,0.69954,1.75209,3.79577
02087,1.21092,0.69168,4.84138,0.54244,0.49454,4.78401
02088,1.34383,0.72123,4.85026,1.64040,1.47704,4.31423
02089,1.16230,0.71400,4.79599,0.97479,4.75945,3.07187
02090,1.37962,1.13088,4.47099,1.17190,0.60294,4.94641
02091,1.34727,1.61868,4.14920,1.12100,5.19293,3.05685
02092,1.25428,1.19324,4.38300,1.86871,1.57861,4.31306
02093,1.24604,1.55747,4.14876,0.88232,2.81767,3.48392
02094,1.09057,3.65667,3.34955,1.62507,2.98228,3.69984
02095,1.13636,3.20116,3.48297,0.37434,0.68667,4.33785
02096,1.37960,0.96052,4.61281,0.34162,0.42272,4.71950
02097,1.26398,1.28765,4.32021,0.62921,1.23057,4.05665
02098,1.04420,0.91581,4.53324,0.76859,4.24355,3.06830
02099,1.11022,0.94367,4.53384,1.54487,2.78439,3.73750
02100,1.38461,5.87677,3.04112,0.14048,0.19766,4.99386
02101,1.11793,0.64862,4.86250,0.78521,1.60766,3.92066
02102,1.02160,4.61988,3.11809,1.22980,0.95500,4.56789
02103,1.07019,2.26914,3.75580,1.34400,2.30807,3.83997
02104,1.15144,2.94656,3.56068,0.50306,1.86390,3.59884
02105,1.27857,4.72254,3.19644,1.36583,1.87616,4.02693
02106,1.07936,1.70801,4.00625,1.58638,5.93108,3.09221
02107,1.20485,1.04376,4.48180,1.54785,2.41600,3.86160
02108,1.00185,1.87770,3.89162,1.45992,5.60787,3.10480
02109,1.04477,3.79501,3.29866,1.27078,1.51878,4.17915
02110,1.17289,2.34848,3.76575,1.04917,0.59421,4.91103
02111,1.03849,2.32009,3.72346,1.29849,2.17748,3.87560
02112,1.33870,4.81823,3.19897,0.86344,0.55636,4.88359
02113,1.31769,1.30898,4.32402,1.05109,0.85115,4.59969
02114,1.08892,2.92590,3.54254,0.96050,3.11363,3.43403
02115,1.08981,3.01956,3.51553,1.37964,5.17638,3.14978
02116,1.31200,4.89856,3.17587,1.91208,4.26788,3.45915
02117,1.02648,0.87606,4.56435,1.17076,1.05659,4.45872
02118,1.27739,5.85118,3.00991,1.85572,5.22933,3.26969
02119,1.25648,5.07452,3.12643,1.35919,1.25598,4.37338
02120,1.07439,3.64619,3.34555,0.31806,0.92314,4.01005
02121,1.06367,1.91527,3.90042,0.87871,3.35926,3.32942
02122,1.06835,1.39148,4.17983,1.52794,1.19372,4.46837
02123,1.05419,2.27243,3.74801,1.08573,1.32460,4.22962
02124,1.29908,2.13315,3.89366,1.04634,2.32638,3.72438
02125,1.26135,0.74973,4.78910,0.34163,0.42641,4.71196
02126,1.18881,4.57390,3.19261,0.56746,1.13826,4.07952
02127,1.18943,4.09986,3.28787,1.32557,2.13762,3.90061
02128,1.33400,0.73355,4.83236,0.23172,2.45483,3.02299
02129,1.22298,1.62510,4.10373,1.66269,0.70906,4.95752
02130,1.19322,1.75435,4.02655,0.22556,2.28866,3.07217
02131,1.15541,1.02394,4.48025,0.57951,1.73473,3.72267
02132,1.16963,0.71196,4.80121,1.19611,1.84970,3.98163
02133,1.22347,1.90375,3.96644,0.21150,0.53158,4.31224
02134,1.07332,0.57072,4.95595,0.63502,1.91550,3.67629
02135,1.02174,3.79003,3.29012,1.29912,1.19478,4.39714
02136,1.34383,1.26374,4.36310,0.50690,1.15293,4.01938
02137,1.21321,1.77785,4.02221,1.59315,0.75905,4.87979
02138,1.08377,4.04846,3.25842,0.92632,2.36497,3.65718
02139,1.11991,2.84827,3.57809,0.33863,0.38637,4.79378
02140,1.18550,0.87742,4.62555,1.16253,1.19676,4.34746
02141,1.32853,0.84798,4.70467,0.63325,1.10462,4.15321
02142,1.04505,1.15834,4.32953,0.73101,1.83266,3.77582
02143,1.13214,1.11499,4.39743,0.57517,1.95160,3.61708
02144,1.10820,1.42450,4.17536,0.41101,0.42207,4.80115
02145,1.00974,2.52297,3.63846,1.05303,5.04295,3.05514
02146,1.35135,1.94976,3.98887,0.89960,1.19227,4.23937
02147,1.10659,0.93588,4.53962,0.69143,3.30494,3.23949
02148,1.30339,1.16995,4.41681,1.90974,5.99278,3.16379
02149,1.13890,1.40518,4.19909,1.13658,0.97053,4.51965
02150,1.23729,1.03401,4.50149,1.61973,1.99376,4.04816
02151,1.32869,1.86438,4.02043,1.56856,6.07909,3.06589
02152,1.36145,0.82196,4.74237,0.70222,3.34714,3.23519
02153,1.17213,0.63279,4.90452,1.20334,1.16463,4.38608
02154,1.01297,1.52937,4.07464,0.73646,2.13973,3.64450
02155,1.02911,0.71781,4.73851,0.10653,1.18493,3.31814
02156,1.24641,1.72597,4.05966,1.46143,3.98254,3.40253
02157,1.18255,0.89800,4.60433,1.60897,2.15135,3.97919
02158,1.21998,3.00664,3.56826,0.38653,0.89966,4.11710
02159,1.17537,1.05169,4.46447,0.86194,1.17621,4.23257
02160,1.21228,2.17121,3.84827,0.78297,1.02373,4.31144
02161,1.37488,4.58573,3.25352,0.24508,0.32865,4.79390
02162,1.17175,1.59555,4.10109,1.70122,1.71282,4.20140
02163,1.16064,2.91408,3.57376,0.75518,0.56269,4.81557
02164,1.17751,2.75939,3.62741,1.69901,1.39432,4.37954
02165,1.31220,1.57413,4.16199,0.82019,3.99080,3.14986
02166,1.30547,3.03533,3.58942,0.23738,1.68165,3.36204
02167,1.25271,3.76991,3.38326,1.32547,0.61815,4.97825
02168,1.11476,0.85046,4.62594,0.47104,0.73368,4.38012
02169,1.20489,0.99582,4.52265,1.57674,4.20773,3.38773
02170,1.14530,1.29035,4.27558,1.01587,0.68462,4.77401
02171,1.17550,0.63427,4.90374,1.14914,1.52479,4.13202
02172,1.14124,4.74718,3.14257,0.95164,2.38008,3.66336
02173,1.05957,0.89349,4.56102,1.15565,1.04767,4.46045
02174,1.19548,1.35014,4.25485,1.78849,1.70768,4.22574
02175,1.05195,0.79856,4.65545,1.48510,2.68458,3.75207
02176,1.10944,3.33444,3.43713,0.35999,1.20565,3.83192
02177,1.18936,1.45983,4.18478,1.54790,1.55513,4.24428
02178,1.38538,3.14314,3.58491,1.22148,0.89724,4.61914
02179,1.11797,0.73753,4.75094,1.31523,0.74971,4.80728
02180,1.28058,0.69194,4.86534,0.99977,1.62753,4.01491
02181,1.24508,0.62657,4.93933,1.43186,2.27693,3.87927
02182,1.07448,2.32058,3.73807,0.20121,0.70039,4.05104
02183,1.26679,1.17878,4.39791,0.20068,0.84415,3.88772
02184,1.15255,1.09705,4.41928,0.35224,0.63349,4.38144
02185,1.25994,4.61684,3.20973,0.56828,3.33702,3.14592
02186,1.23705,0.86762,4.65379,1.72946,4.92263,3.29158
02187,1.04241,4.79256,3.09497,0.69858,1.24959,4.08875
02188,1.10328,0.67951,4.81636,1.38671,0.76341,4.81453
02189,1.19648,0.96730,4.54485,0.43101,0.50514,4.66573
02190,1.24291,4.11674,3.30340,1.65874,0.91380,4.73614
02191,1.35435,0.67471,4.91156,0.59223,1.25116,4.01593
02192,1.15623,1.57880,4.10446,1.07833,2.13407,3.81240
02193,1.27164,0.59706,4.99039,1.07430,0.59563,4.91924
02194,1.35057,2.56199,3.75143,0.53902,1.75776,3.67975
02195,1.01712,2.92954,3.51184,1.16358,2.77354,3.61779
02196,1.39647,1.10498,4.49639,0.87760,0.69912,4.69226
02197,1.02124,2.27248,3.73420,0.45440,0.35299,4.99998
02198,1.25046,1.16105,4.40544,0.33565,2.08814,3.32443
02199,1.27738,4.24230,3.28918,1.86997,1.12005,4.61143
02200,1.17079,0.73879,4.76951,1.25375,1.58433,4.13659
02201,1.05161,1.35911,4.19342,0.65329,0.81774,4.42794
02202,1.33941,1.05355,4.51967,1.22103,3.59171,3.41419
02203,1.19374,5.33354,3.06095,1.78380,1.54070,4.31398
02204,1.16704,0.72143,4.78876,1.28669,0.63668,4.93970
02205,1.20823,4.02840,3.30995,0.57302,3.07988,3.21917
02206,1.02990,1.13715,4.33923,1.38835,6.16267,3.00103
02207,1.06901,0.90441,4.55432,0.95518,2.77931,3.53028
02208,1.07021,1.51809,4.10494,1.00413,0.60547,4.87567
02209,1.32274,5.65080,3.05532,1.40054,1.35588,4.31992
02210,1.07198,1.92001,3.90164,0.17831,0.26263,4.85057
02211,1.36847,0.68726,4.90006,1.75557,0.94507,4.73156
02212,1.05183,2.74715,3.58225,0.92500,2.54011,3.59451
02213,1.23874,1.03507,4.50111,0.35182,0.64309,4.36784
02214,1.04969,0.62994,4.86053,0.14236,0.41664,4.35195
02215,1.06645,1.41595,4.16391,1.49669,0.72272,4.89526
02216,1.28231,3.90609,3.36258,1.48442,3.12722,3.61931
02217,1.24821,2.69262,3.67400,0.91310,1.61833,3.98045
02218,1.21788,0.75101,4.77238,0.69895,4.18839,3.03842
02219,1.33117,1.79926,4.05212,0.69540,2.81120,3.38252
02220,1.10472,0.72068,4.76584,0.51607,0.75963,4.38957
02221,1.29833,5.41217,3.08471,0.86862,4.41008,3.08801
02222,1.27428,5.67030,3.03612,0.31988,0.34073,4.87825
02223,1.38519,4.53105,3.26718,1.86872,1.74264,4.22720
02224,1.32174,1.35242,4.29699,1.68484,5.25833,3.22293
02225,1.02607,0.94857,4.49511,0.91315,1.59931,3.99075
02226,1.15826,1.21824,4.33041,1.25561,1.05087,4.49382
02227,1.09975,1.75084,3.99287,1.50049,1.84346,4.08303
02228,1.12211,0.74520,4.74356,0.94628,1.51620,4.05257
02229,1.11122,5.42081,3.01574,1.20505,1.14190,4.40382
02230,1.04784,0.54474,4.98598,0.74121,1.67932,3.85775
02231,1.36545,1.03551,4.54303,1.71690,5.19472,3.24169
02232,1.18139,1.13727,4.39874,0.27658,1.69264,3.42276
02233,1.28440,1.13609,4.43594,1.11841,1.56497,4.09765
02234,1.13975,1.23573,4.31103,0.62975,0.88417,4.34416
02235,1.06196,0.85472,4.60053,0.24741,1.00003,3.83145
02236,1.19455,3.52364,3.42129,1.38110,3.28894,3.54418
02237,1.38162,1.56195,4.19113,1.92956,1.06048,4.67252
02238,1.29402,0.60343,4.98876,1.39721,2.34617,3.84261
02239,1.32472,3.77290,3.40684,0.43041,2.44145,3.29666
02240,1.10856,1.29520,4.25816,0.61920,1.45111,3.90650
02241,1.05057,1.39320,4.17147,1.22117,1.81026,4.00936
02242,1.27241,0.92427,4.61110,1.27846,3.15120,3.54780
02243,1.15566,1.84096,3.97081,0.24170,1.10982,3.73083
02244,1.23481,2.24337,3.82787,0.45638,0.68329,4.42818
02245,1.33521,3.19818,3.55381,1.96886,0.92882,4.79642
02246,1.04619,2.01151,3.85063,0.75931,4.47781,3.01636
02247,1.36592,4.05934,3.35658,2.01926,2.73965,3.86787
02248,1.11268,3.04674,3.51676,0.62469,1.91305,3.67028
02249,1.06795,1.09483,4.38792,0.65981,1.08315,4.18811
02250,1.02356,1.48381,4.10543,0.71093,1.76485,3.79647
02251,1.07916,3.56629,3.36672,0.11308,0.35561,4.38949
02252,1.36083,0.96949,4.59878,1.06391,0.88971,4.56648
02253,1.13762,2.44535,3.71738,1.59218,2.15248,3.97418
02254,1.11648,2.62381,3.64805,1.49819,1.49884,4.26212
02255,1.07470,0.63794,4.85980,1.17531,4.35596,3.23005
02256,1.14931,2.35066,3.75612,1.25800,1.59274,4.13346
02257,1.25970,1.82541,4.01561,0.17128,1.12105,3.57253
02258,1.31923,2.36369,3.81121,0.97762,1.82237,3.90696
02259,1.27759,1.05692,4.49637,1.42347,1.10136,4.50756
02260,1.19036,5.11273,3.09644,0.32282,1.74004,3.46592
02261,1.12615,0.72021,4.77474,1.43996,1.31090,4.36128
02262,1.37431,1.91200,4.01318,1.60337,2.75526,3.76278
02263,1.17549,1.99407,3.90881,1.51939,1.33041,4.37177
02264,1.07036,2.13444,3.80903,0.32731,0.61964,4.36875
02265,1.38490,2.52245,3.77584,0.31969,0.50309,4.53951
02266,1.01296,2.03146,3.82804,0.49763,0.41145,4.90634
02267,1.33520,1.32061,4.32206,0.28795,0.29107,4.96939
02268,1.31378,2.81659,3.65714,0.89304,2.52376,3.58484
02269,1.28607,3.50136,3.45886,0.67201,1.28666,4.04651
02270,1.23399,0.80249,4.72050,1.22100,5.16470,3.09869
02271,1.02295,1.41152,4.14855,0.49935,2.13438,3.47792
02272,1.39666,0.73844,4.84652,1.93175,1.55172,4.34239
02273,1.00174,3.56617,3.33442,1.08346,1.38413,4.19053
02274,1.35539,2.62463,3.73200,2.00150,4.63976,3.40643
02275,1.31674,2.35914,3.81206,1.64162,3.16471,3.65267
02276,1.07826,4.87390,3.09504,1.60257,3.56046,3.53987
02277,1.31230,1.81873,4.03656,0.99204,1.94726,3.85575
02278,1.34639,1.37900,4.28811,1.04962,4.70138,3.11465
02279,1.22447,1.32938,4.27872,1.06648,0.84378,4.61357
02280,1.16374,1.88473,3.95343,0.33682,0.33139,4.92479
02281,1.24467,1.08846,4.45950,0.34238,1.16739,3.83814
02282,1.01745,3.17456,3.44221,1.40301,0.66786,4.93575
02283,1.27842,0.93665,4.60158,1.91357,1.48010,4.37933
02284,1.04568,0.63940,4.84592,0.60684,1.05790,4.17225
02285,1.10641,5.08354,3.06965,1.49689,3.61574,3.49686
02286,1.05962,4.88048,3.08629,0.85452,2.76711,3.48574
02287,1.00641,0.86894,4.56286,0.31980,2.16600,3.27163
02288,1.16804,2.36815,3.75671,1.62976,6.45781,3.03002
02289,1.34290,2.64308,3.72189,0.51139,1.44035,3.82988
02290,1.13349,3.17400,3.48927,0.77412,2.81530,3.42783
02291,1.13085,3.15902,3.49237,0.12457,0.42223,4.28237
02292,1.24359,2.03301,3.91647,0.23812,0.88631,3.91969
02293,1.18520,0.97051,4.53786,0.35311,0.52216,4.55037
02294,1.27751,1.26581,4.33969,0.18243,0.54757,4.22229
02295,1.39335,1.14991,4.46080,0.72206,3.66513,3.16846
02296,1.33305,1.73082,4.08641,0.95503,0.54301,4.94846
02297,1.32026,5.34767,3.10240,1.80528,2.29459,3.97320
02298,1.12981,2.76784,3.60679,0.71461,1.54377,3.91497
02299,1.27799,3.43004,3.47400,1.55973,3.76761,3.47898
02300,1.12908,0.76223,4.72662,1.14852,2.64954,3.65187
02301,1.16805,0.83163,4.66566,1.58232,2.96886,3.69218
02302,1.28157,1.14204,4.43045,1.71336,1.58702,4.27075
02303,1.04890,2.61631,3.62342,1.50387,5.35255,3.15816
02304,1.30153,5.95176,3.00323,1.56914,6.48487,3.00993
02305,1.34777,1.99469,3.96793,0.53926,2.22098,3.47678
